name_th,name_en,provider,network_suggested,connector_summary,address,province_th,lat,lon,style,source_url
PT วารินชำราบ 6,,EleX,EleX,2x CCS2 125 kW (300A),229 หมุ่ที่9 ตำบลหนองกินเพล อำเภอวารินชำราบ จังหวัดอุบลราชธานี 34190,จังหวัดอุบลราชธานี,15.172396,104.793279,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ไชยา 3,,EleX,EleX,2x CCS2 125 kW (300A),213 หมู่ที่1 ตำบลเวียง อำเภอไชยา จังหวัดสุราษฎร์ธานี 84110,จังหวัดสุราษฎร์ธานี,9.386612,99.170108,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองขลุง 4,,EleX,EleX,2x CCS2 125 kW (300A),159 หมู่ที่3 ตำบลท่าพุทรา อำเภอคลองขลุง จังหวัดกำแพงเพชร 62120,จังหวัดกำแพงเพชร,16.261033,99.686835,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT หล่มสัก 4,,EleX,EleX,2x CCS2 125 kW (300A),40 หมู่ที่10 ตำบลหนองไขว่ อำเภอหล่มสัก จังหวัดเพชรบูรณ์ 67110,จังหวัดเพชรบูรณ์,16.738524,101.226939,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT สวี 3,,EleX,EleX,2x CCS2 125 kW (300A),162/5 หมู่ที่12 ตำบลครน อำเภอสวี จังหวัดชุมพร 86130,จังหวัดชุมพร,10.277704,99.083596,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT กระบี่ 2,,EleX,EleX,2x CCS2 125 kW (300A),377 ถนนอุตรกิจ ตำบลปากน้ำ อำเภอเมืองกระบี่ จังหวัดกระบี่ 81000,จังหวัดกระบี่,8.082432,98.914332,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ทำเนียบรัฐบาล (สำหรับข้าราชการและผู้มาติดต่อราชการ),,EleX,EleX,Type2 22 kW,1 Phitsanulok Road Dusit District 10300,District,13.761954,100.511995,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
อิมแพ็ค ลานจอดภายนอกอาคาร Novotel,,EleX,EleX,"CCS2 60 kW, CHAdeMO 60 kW","94 Popular Rd, Subdistrict, Amphoe Pak Kret, Nonthaburi 11120",Nonthaburi,13.914767,100.54828,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Porto Go บางปะอิน,,EleX,EleX,"2x CCS2 125 kW (300A), Type2 22 kW","80 Khlong Chik, Bang Pa-in District, Phra Nakhon Si Ayutthaya 13160, Thailand",Thailand,14.201995,100.60755,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีแม่ฮ่องสอน,,EleX,EleX,"2x CCS2 125 kW (300A), Type2 22 kW",116 ถ.ขุนลุมประพาส ต.จองคำ อ.เมือง จ.แม่ฮ่องสอน 58000,จ.แม่ฮ่องสอน,19.292166,97.964733,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
One Nimman,,EleX,EleX,"2x CCS2 125 kW (300A), Type2 22 kW","Suthep, Mueang Chiang Mai District, Chiang Mai 50200",Mai,18.80044,98.968963,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Porto Go ท่าจีน,,EleX,EleX,2x CCS2 125 kW (300A),"99/9 หมู่ที่ 4 Rama 2 Rd, Bang Tho Rat, Mueang Samut Sakhon District, Samut Sakhon 74000",Sakhon,13.516517,100.161457,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT นครนายก,,EleX,EleX,2x CCS2 125 kW (300A),2-139/9 ถนนวังกระโจม ตำบลนครนายก อำเภอเมืองนครนายก จังหวัดนครนายก 26000,จังหวัดนครนายก,14.203233,101.206805,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT อุตรดิตถ์ 5,,EleX,EleX,2x CCS2 125 kW (300A),122 หมู่ที่ 5 ตำบลป่าเซ่า อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ 53000,จังหวัดอุตรดิตถ์,17.601584,100.123684,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ขอนแก่น 10,,EleX,EleX,2x CCS2 125 kW (300A),899 หมู่ที่ 2 ตำบลบ้านเป็ด อำเภอเมืองขอนแก่น จังหวัดขอนแก่น 40000,จังหวัดขอนแก่น,16.449739,102.75878,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT บางปลาม้า 2,,EleX,EleX,2x CCS2 125 kW (300A),218 หมู่ที่ 6 ตำบลโคกคราม อำเภอบางปลาม้า จังหวัดสุพรรณบุรี 72150,จังหวัดสุพรรณบุรี,14.393029,100.170874,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คุระบุรี 1,,EleX,EleX,2x CCS2 125 kW (300A),232/1 หมู่ที่ 1 ตำบลคุระ อำเภอคุระบุรี จังหวัดพังงา 82150,จังหวัดพังงา,9.196067,98.407843,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT พะเยา,,EleX,EleX,2x CCS2 125 kW (300A),405/3 ถนนพหลโยธิน ตำบลแม่ต๋ำ อำเภอเมืองพะเยา จังหวัดพะเยา 56000,จังหวัดพะเยา,19.196072,99.875543,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT นครศรีธรรมราช 4,,EleX,EleX,2x CCS2 125 kW (300A),208 ถ.ราชดำเนิน ตำบลในเมือง อำเภอเมืองนครศรีธรรมราช จังหวัดนครศรีธรรมราช 80000,จังหวัดนครศรีธรรมราช,8.39297,99.970989,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT เลี่ยงเมืองชล 3,,EleX,EleX,2x CCS2 125 kW (300A),9/2 หมู่ที่10 ตำบลบ้านสวน อำเภอเมืองชลบุรี จังหวัดชลบุรี 20000,จังหวัดชลบุรี,13.360588,101.013706,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.พระราม 2 ขาเข้า กม.5,,EleX,EleX,2x CCS2 125 kW (300A),122/4 ถ.พระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,กรุงเทพมหานคร,13.665328,100.443071,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT สายบุรี,,EleX,EleX,2x CCS2 125 kW (300A),22 หมู่ที่ 10 ตำบลเตราะบอน อำเภอสายบุรี จังหวัดปัตตานี 94110,จังหวัดปัตตานี,6.689417,101.557552,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT คลองหลวง 2,,EleX,EleX,2x CCS2 125 kW (300A),17/19 หมู่ที่ 4 ตำบลคลองหนึ่ง อำเภอคลองหลวง จังหวัดปทุมธานี 12120,จังหวัดปทุมธานี,14.02701,100.616328,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โฮมโปร สาขาสกลนคร,,EleX,EleX,2x CCS2 125 kW (300A),เลขที่  689/1ถนนนิตโย ตำบลธาตุเชิงชุม อำเภอเมือง สกลนคร 47000,สกลนคร,17.170486,104.137256,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีระนอง Manasan café,,EleX,EleX,2x CCS2 125 kW (300A),103 17 หมู่ที่ 3 ถ. เพชรเกษม ตำบล บางริ้น อำเภอเมืองระนอง ระนอง 85000,ระนอง,9.903455,98.628019,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีนครพนม1 Siri Regent,,EleX,EleX,2x CCS2 125 kW (300A),เลขที่ 37 ถ.นครพนม-ธาตุพนม ต.ในเมือง อ.เมือง จ.นครพนม 48000,จ.นครพนม,17.375154,104.793677,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
KFC ฉะเชิงเทรา,,EleX,EleX,2x CCS2 125 kW (300A),ตำบล แสนภูดาษ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140,ฉะเชิงเทรา,13.579099,101.006702,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Silom Edge (สีลมเอจ) ชั้น 5,,EleX,EleX,Type2 22 kW,เลขที่ 2 ถนนสีลม ลานจอดรถชั้น 5 โครงการสีลมเอจ แขวงสุริยวงศ์ เขตบางรัก กรุงเทพมหานคร รหัสไปรษณีย์ 10500,รหัสไปรษณีย์,13.729547,100.536017,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โฮมโปร สาขาแพร่,,EleX,EleX,2x CCS2 125 kW (300A),เลขที่ 171 หมู่ที่ 7 ตำบลป่าแมต อำเภอเมือง แพร่ 54000,แพร่,18.119713,100.138855,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ลานป่าเป๋ย เฮือนฮังต่อ น่าน,,EleX,EleX,2x CCS2 125 kW (300A),149 7 ตำบล ผาสิงห์ อำเภอเมืองน่าน น่าน 55000,น่าน,18.789875,100.769768,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Porto Chino สมุทรสาคร,,EleX,EleX,2x CCS2 125 kW (300A),หมู่ที่ 4 99/120 ถ. พระราม 2 ตำบล นาดี อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,สมุทรสาคร,13.570296,100.289219,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โฮมโปร สาขาร้อยเอ็ด,,EleX,EleX,2x CCS2 125 kW (300A),"116 หมู่ 3 Chaeng Sanit Rd, Dong Lan, Mueang Roi Et District, Roi Et 45000",Et,16.062636,103.620412,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โฮมโปร สาขาสุรินทร์,,EleX,EleX,2x CCS2 125 kW (300A),"สุรินทร์-ศีขรภูมิ Nok Mueang, Mueang Surin District, Surin 32000",Surin,14.879064,103.520008,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
โฮมโปร สาขาราชบุรี,,EleX,EleX,2x CCS2 125 kW (300A),"Chedi Hak, Mueang Ratchaburi, Ratchaburi 70000",Ratchaburi,13.537402,99.799411,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
HomePro ระยอง,,EleX,EleX,2x CCS2 125 kW (300A),"560 Sukhumvit Road, Tambon Noen Phra, Mueang Rayong District, Rayong 21000",Rayong,12.684306,101.244655,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
HomePro เลย,,EleX,EleX,2x CCS2 125 kW (300A),560 Sukhumvit Road Tambon Noen Phra Mueang Mueang Loei 42000,Loei,17.470892,101.725919,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
Market Village ภูเก็ต,,EleX,EleX,2x CCS2 125 kW (300A),"61 10 Chao Fah Tawan Tok Rd, Chalong, Mueang Phuket District, Phuket 83130",Phuket,7.824522,98.340263,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
The One Hotel,,EleX,EleX,2x CCS2 125 kW (300A),"459 หมู่ 1 ถนนบึงกาฬ-นครพรม Bueng Kan, Mueang Bueng Kan District, Bueng Kan 38000",Kan,18.35841,103.647773,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.พระเทพ 1,,EleX,EleX,2x CCS2 150 kW,509/3 ถนนพรานนก-พุทธมณฑล แขวงบางพรม เขตตลิ่งชัน กรุงเทพมหานคร 10170,กรุงเทพมหานคร,13.751819,100.442613,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
สถานีเรือไฟฟ้าเขื่อนศรีนครินทร์,,EleX,EleX,2x CCS2 150 kW,300 หมู่ 4 ตำบล.ท่ากระดาน อำเภอ.ศรีสวัสดิ์ จังหวัด กาญจนบุรี 71250,กาญจนบุรี,14.399998,99.121566,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.วิภาวดีรังสิต 1 (ซ.32),,EleX,EleX,2x CCS2 150 kW,1092 ถ.วิภาวดีรังสิต แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,กรุงเทพมหานคร,13.826043,100.558889,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.จันทน์,,EleX,EleX,2x CCS2 150 kW,433/30 ถนนจันทน์ แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120,กรุงเทพมหานคร,13.70896,100.515499,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT ถ.ฉลองกรุง 1,,EleX,EleX,2x CCS2 150 kW,65/1 ถนนฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520,กรุงเทพมหานคร,13.746697,100.792345,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT กุยบุรี,,EleX,EleX,2x CCS2 150 kW,255 หมู่ที่10 ตำบลสามกระทาย อำเภอกุยบุรี จังหวัดประจวบคีรีขันธ์ 77150,จังหวัดประจวบคีรีขันธ์,12.116126,99.852504,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
ตลาดมารวย มุกดาหาร,,EleX,EleX,2x CCS2 120 kW (200A),2/5 ถ. ชยางกูร อำเภอเมืองมุกดาหาร มุกดาหาร 49000,มุกดาหาร,16.542823,104.708847,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT อัมพวา 1,,EleX,EleX,2x CCS2 150 kW,130 หมู่ที่6 ตำบลแพรกหนามแดง อำเภออัมพวา จังหวัดสมุทรสงคราม 75110,จังหวัดสมุทรสงคราม,13.346204,99.883218,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
PT สันทราย 4,,EleX,EleX,2x CCS2 150 kW,118 หมู่ที่4 ตำบลสันนาเม็ง  อำเภอสันทราย  จังหวัดเชียงใหม่  50210,จังหวัดเชียงใหม่,18.840962,99.070836,#icon-ci-5-labelson,C:\Users\Lenovo\Downloads\DC EV Charging Station Thailand - Piyamate Wisanuvej.kmz
