source_project,source_file,source_date_be,area_type,province_code,province,area_code,area_name,male,female,population,households
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9208,อำเภอนาโยง,19809,21006,40815,14300
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9209,อำเภอรัษฎา,13125,13495,26620,10265
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9210,อำเภอหาดสำราญ,8419,8317,16736,5195
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9286,ท้องถิ่นเทศบาลตำบลคลองปาง,1135,1248,2383,1386
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9287,ท้องถิ่นเทศบาลตำบลนาโยงเหนือ,1592,1785,3377,1622
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9288,ท้องถิ่นเทศบาลตำบลวังวิเศษ,1467,1486,2953,1422
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9289,ท้องถิ่นเทศบาลตำบลลำภูรา,1732,1435,3167,1483
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9290,ท้องถิ่นเทศบาลตำบลนาวง,1974,2095,4069,1947
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9291,ท้องถิ่นเทศบาลตำบลสิเกา,606,684,1290,667
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9292,ท้องถิ่นเทศบาลตำบลควนกุน,983,1046,2029,797
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9293,ท้องถิ่นเทศบาลตำบลทุ่งยาว,1076,1212,2288,1124
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9294,ท้องถิ่นเทศบาลตำบลท่าข้าม,628,640,1268,670
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9295,ท้องถิ่นเทศบาลตำบลย่านตาขาว,3404,3954,7358,3906
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9296,ท้องถิ่นเทศบาลตำบลคลองเต็ง,1834,1998,3832,1829
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9297,ท้องถิ่นเทศบาลตำบลห้วยยอด,3647,4061,7708,4251
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9298,ท้องถิ่นเทศบาลเมืองกันตัง,5407,5631,11038,5169
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,92,ตรัง,9299,ท้องถิ่นเทศบาลนครตรัง,24399,28817,53216,26338
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9301,อำเภอเมืองพัทลุง,42662,46987,89649,36860
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9302,อำเภอกงหรา,14720,14930,29650,10191
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9303,อำเภอเขาชัยสน,15049,15753,30802,12254
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9304,อำเภอตะโหมด,7105,7199,14304,5133
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9305,อำเภอควนขนุน,37429,40730,78159,31722
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9306,อำเภอปากพะยูน,16075,16660,32735,11753
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9307,อำเภอศรีบรรพต,9012,9017,18029,7197
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9308,อำเภอป่าบอน,21289,21828,43117,16872
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9309,อำเภอบางแก้ว,8919,9120,18039,6900
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9310,อำเภอป่าพะยอม,13089,13613,26702,11505
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9311,อำเภอศรีนครินทร์,5080,5253,10333,3842
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9382,ท้องถิ่นเทศบาลตำบลเขาหัวช้าง,3610,3582,7192,2437
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9383,ท้องถิ่นเทศบาลตำบลชะรัด,3616,3683,7299,2430
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9384,ท้องถิ่นเทศบาลตำบลหารเทา,4865,5068,9933,3675
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9385,ท้องถิ่นเทศบาลตำบลบางแก้ว,1892,1918,3810,1515
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9386,ท้องถิ่นเทศบาลตำบลอ่าวพะยูน,2247,2307,4554,1746
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9387,ท้องถิ่นเทศบาลตำบลชุมพล,4724,4129,8853,3731
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9388,ท้องถิ่นเทศบาลตำบลโคกม่วง,5015,5290,10305,3866
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9389,ท้องถิ่นเทศบาลตำบลบ้านนา,3698,3810,7508,3341
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9390,ท้องถิ่นเทศบาลตำบลลานข่อย,4211,4429,8640,3129
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9391,ท้องถิ่นเทศบาลตำบลท่ามะเดื่อ,1883,2067,3950,1955
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9392,ท้องถิ่นเทศบาลตำบลป่าบอน,1992,2047,4039,1856
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9393,ท้องถิ่นเทศบาลตำบลปากพะยูน,1429,1608,3037,1555
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9394,ท้องถิ่นเทศบาลตำบลมะกอกเหนือ,990,1134,2124,812
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9395,ท้องถิ่นเทศบาลตำบลควนขนุน,878,1058,1936,1220
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9396,ท้องถิ่นเทศบาลตำบลแม่ขรี,2922,3198,6120,3608
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9397,ท้องถิ่นเทศบาลตำบลตะโหมด,2031,2187,4218,1672
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9398,ท้องถิ่นเทศบาลตำบลเขาชัยสน,1572,1737,3309,1704
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,93,พัทลุง,9399,ท้องถิ่นเทศบาลเมืองพัทลุง,13648,16072,29720,16725
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9401,อำเภอเมืองปัตตานี,45151,47113,92264,34322
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9402,อำเภอโคกโพธิ์,30923,32369,63292,18990
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9403,อำเภอหนองจิก,30840,31261,62101,14817
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9404,อำเภอปะนาเระ,18371,19087,37458,10136
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9405,อำเภอมายอ,29104,29761,58865,14221
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9406,อำเภอทุ่งยางแดง,13034,13407,26441,6365
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9407,อำเภอสายบุรี,28677,30023,58700,14696
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9408,อำเภอไม้แก่น,6509,6753,13262,3712
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9409,อำเภอยะหริ่ง,36750,37149,73899,17478
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9410,อำเภอยะรัง,46837,47290,94127,23363
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9411,อำเภอกะพ้อ,9719,9931,19650,4803
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9412,อำเภอแม่ลาน,8958,9126,18084,4899
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9488,ท้องถิ่นเทศบาลตำบลยะรัง,2535,2679,5214,1475
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9489,ท้องถิ่นเทศบาลตำบลยะหริ่ง,3183,3039,6222,2034
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9490,ท้องถิ่นเทศบาลตำบลบางปู,5287,5423,10710,2549
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9491,ท้องถิ่นเทศบาลตำบลตันหยง,1372,1531,2903,767
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9492,ท้องถิ่นเทศบาลตำบลมายอ,2511,2540,5051,1362
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9493,ท้องถิ่นเทศบาลตำบลปะนาเระ,5571,5588,11159,2982
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9494,ท้องถิ่นเทศบาลตำบลหนองจิก,3115,3125,6240,2114
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9495,ท้องถิ่นเทศบาลตำบลบ่อทอง,9373,6685,16058,6222
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9496,ท้องถิ่นเทศบาลตำบลนาประดู่,1469,1593,3062,1483
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9497,ท้องถิ่นเทศบาลตำบลโคกโพธิ์,1582,1813,3395,1965
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9498,ท้องถิ่นเทศบาลเมืองตะลุบัน,7169,7389,14558,4815
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,94,ปัตตานี,9499,ท้องถิ่นเทศบาลเมืองปัตตานี,20471,21785,42256,16650
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9501,อำเภอเมืองยะลา,39087,39967,79054,20634
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9502,อำเภอเบตง,18790,17769,36559,16371
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9503,อำเภอบันนังสตา,29635,28764,58399,16881
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9504,อำเภอธารโต,12975,12009,24984,9533
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9505,อำเภอยะหา,32120,31925,64045,15491
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9506,อำเภอรามัน,43817,44770,88587,22162
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9507,อำเภอกาบัง,13513,12878,26391,7568
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9508,อำเภอกรงปินัง,15917,15670,31587,6844
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9590,ท้องถิ่นเทศบาลเมืองสะเตงนอก,18645,20232,38877,17788
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9591,ท้องถิ่นเทศบาลตำบลเขื่อนบางลาง,2460,2224,4684,2084
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9592,ท้องถิ่นเทศบาลตำบลโกตาบารู,2976,3086,6062,1847
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9593,ท้องถิ่นเทศบาลตำบลเมืองรามันห์,2514,2600,5114,1976
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9594,ท้องถิ่นเทศบาลตำบลยะหา,1233,1223,2456,824
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9595,ท้องถิ่นเทศบาลตำบลคอกช้าง,703,702,1405,629
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9596,ท้องถิ่นเทศบาลตำบลบันนังสตา,1268,1295,2563,1072
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9597,ท้องถิ่นเทศบาลตำบลลำใหม่,514,514,1028,399
EV Hub,dopa_population_amphoe_2568_stat_a68.txt,2568,district,95,ยะลา,9598,ท้องถิ่นเทศบาลเมืองเบตง,12402,13461,25863,11765
